Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/cKW6rESstTep,George Bamber,First,Edgar Znutins,8,24,LOST,26,59,97,60,66,46,91,24,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Liam Saxon,First,Connor Merrick,1,14,WON,97,41,140,180,43,,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Connor Merrick,Second,Liam Saxon,1,12,LOST,101,59,43,36,,,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Liam Saxon,Second,Connor Merrick,2,18,WON,57,45,59,96,140,104,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Connor Merrick,First,Liam Saxon,2,18,LOST,90,42,26,60,140,42,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Liam Saxon,First,Connor Merrick,3,20,WON,59,180,37,46,133,30,16,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Connor Merrick,Second,Liam Saxon,3,18,LOST,96,36,46,83,43,59,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Liam Saxon,Second,Connor Merrick,4,15,WON,93,140,100,113,55,,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Connor Merrick,First,Liam Saxon,4,15,LOST,30,34,41,63,45,,,,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Liam Saxon,First,Connor Merrick,5,22,WON,81,95,58,44,100,55,64,4,,,,
Ruislip,,,31/10/2025,Semi-Final,https://www.dartsatlas.com/matches/bV9cIb7gbx9j,Connor Merrick,Second,Liam Saxon,5,21,LOST,97,60,47,96,43,40,94,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Edgar Znutins,First,Ryan Howard,1,17,WON,86,100,59,134,65,57,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Ryan Howard,Second,Edgar Znutins,1,15,LOST,80,57,42,81,40,,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Edgar Znutins,Second,Ryan Howard,2,19,WON,28,100,100,57,140,56,20,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Ryan Howard,First,Edgar Znutins,2,21,LOST,41,80,180,40,60,43,17,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Edgar Znutins,First,Ryan Howard,3,17,WON,140,57,100,100,72,32,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Ryan Howard,Second,Edgar Znutins,3,15,LOST,98,42,57,80,80,,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Edgar Znutins,Second,Ryan Howard,4,30,WON,100,122,58,83,82,16,10,26,0,4,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/7dyXJhyXmdaV,Ryan Howard,First,Edgar Znutins,4,30,LOST,100,60,100,41,32,80,32,36,15,3,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,First,Charlie Green,1,19,WON,81,60,60,140,100,20,40,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,Second,George Bamber,1,18,LOST,60,100,45,70,66,41,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,Second,Charlie Green,2,18,LOST,62,59,81,56,180,43,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,First,George Bamber,2,20,WON,135,100,58,38,100,22,48,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,First,Charlie Green,3,23,WON,22,42,60,43,94,100,100,40,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,Second,George Bamber,3,21,LOST,43,40,58,140,26,46,92,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,Second,Charlie Green,4,21,LOST,54,59,43,60,22,121,82,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,First,George Bamber,4,23,WON,60,60,60,44,80,100,57,40,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,First,Charlie Green,5,22,WON,93,40,44,39,140,34,91,20,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,Second,George Bamber,5,21,LOST,99,100,41,45,45,58,76,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,Second,Charlie Green,6,18,LOST,30,57,58,45,66,97,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,First,George Bamber,6,21,WON,86,59,65,60,51,100,80,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,George Bamber,First,Charlie Green,7,16,WON,98,140,93,50,80,40,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/TzelCjc1yjeJ,Charlie Green,Second,George Bamber,7,15,LOST,60,60,26,59,100,,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,Liam Saxon,First,John Mcdermott,1,18,WON,82,60,100,99,85,75,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,John Mcdermott,Second,Liam Saxon,1,15,LOST,60,41,26,41,67,,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,Liam Saxon,Second,John Mcdermott,2,18,WON,125,134,57,130,35,20,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,John Mcdermott,First,Liam Saxon,2,18,LOST,59,42,100,57,83,100,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,Liam Saxon,First,John Mcdermott,3,23,WON,26,82,58,134,96,87,0,18,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,John Mcdermott,Second,Liam Saxon,3,21,LOST,41,68,53,84,54,57,60,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,Liam Saxon,Second,John Mcdermott,4,17,WON,134,140,100,102,9,16,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/lmhWA6sT25iU,John Mcdermott,First,Liam Saxon,4,18,LOST,40,43,60,100,60,80,,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,Second,Harry Sheridan,1,34,WON,24,100,100,45,60,72,60,0,0,30,0,10
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,First,Connor Merrick,1,36,LOST,30,95,26,81,51,100,78,25,3,9,0,0
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,First,Harry Sheridan,2,30,LOST,140,60,41,60,40,60,60,32,6,0,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,Second,Connor Merrick,2,28,WON,100,70,45,40,11,45,41,59,50,40,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,Second,Harry Sheridan,3,30,LOST,9,45,97,98,60,40,60,76,0,0,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,First,Connor Merrick,3,32,WON,60,80,5,60,52,63,85,82,10,0,4,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,First,Harry Sheridan,4,23,WON,81,99,97,26,98,40,52,8,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,Second,Connor Merrick,4,21,LOST,45,6,45,135,28,60,85,,,,,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,Second,Harry Sheridan,5,33,WON,60,60,57,140,60,39,53,0,16,8,8,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,First,Connor Merrick,5,33,LOST,45,41,29,45,26,59,11,85,85,11,33,
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Connor Merrick,First,Harry Sheridan,6,34,WON,68,25,78,40,45,58,81,49,55,0,0,2
Ruislip,,,31/10/2025,Quarter-Final,https://www.dartsatlas.com/matches/dNDDluXlLU4S,Harry Sheridan,Second,Connor Merrick,6,33,LOST,81,85,26,40,41,46,28,98,51,0,0,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Edgar Znutins,Second,Tomasz Lach,1,19,WON,100,30,96,60,100,97,18,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Tomasz Lach,First,Edgar Znutins,1,21,LOST,140,60,58,21,41,85,9,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Edgar Znutins,First,Tomasz Lach,2,23,WON,45,57,97,38,140,44,64,16,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Tomasz Lach,Second,Edgar Znutins,2,21,LOST,100,25,85,41,41,43,26,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Edgar Znutins,Second,Tomasz Lach,3,22,WON,100,60,96,41,78,39,69,18,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Tomasz Lach,First,Edgar Znutins,3,24,LOST,26,65,45,41,100,85,52,27,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Edgar Znutins,First,Tomasz Lach,4,20,WON,100,81,100,60,60,60,40,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/5qqJjy9PWszj,Tomasz Lach,Second,Edgar Znutins,4,18,LOST,22,45,52,45,22,7,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Ryan Howard,Second,Tyla Samson,1,26,WON,59,100,100,42,58,98,0,20,24,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Tyla Samson,First,Ryan Howard,1,27,LOST,60,17,30,60,84,60,60,70,40,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Ryan Howard,First,Tyla Samson,2,28,WON,140,100,100,60,41,0,46,0,10,4,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Tyla Samson,Second,Ryan Howard,2,27,LOST,45,60,66,41,85,60,60,60,0,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Ryan Howard,Second,Tyla Samson,3,23,WON,83,85,46,55,43,83,70,36,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Tyla Samson,First,Ryan Howard,3,24,LOST,60,60,45,58,44,45,139,30,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Ryan Howard,First,Tyla Samson,4,32,WON,36,58,41,77,59,40,45,80,31,18,16,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/ladT8kwrybcd,Tyla Samson,Second,Ryan Howard,4,30,LOST,57,85,87,30,28,60,26,28,60,30,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,First,Rob Message,1,33,LOST,140,41,23,83,124,50,20,0,12,4,0,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,Second,George Bamber,1,32,WON,44,82,30,54,49,43,45,41,53,30,30,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,Second,Rob Message,2,21,WON,43,115,86,62,123,40,32,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,First,George Bamber,2,21,LOST,45,100,45,140,22,83,26,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,First,Rob Message,3,21,LOST,43,60,121,57,22,78,41,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,Second,George Bamber,3,21,WON,45,100,44,59,45,83,125,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,Second,Rob Message,4,22,WON,41,140,123,60,79,18,24,16,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,First,George Bamber,4,24,LOST,28,100,45,60,81,41,60,48,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,First,Rob Message,5,23,WON,57,58,90,96,78,62,20,40,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,Second,George Bamber,5,21,LOST,60,41,46,30,100,15,59,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,George Bamber,Second,Rob Message,6,26,WON,43,77,60,65,58,81,41,43,33,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/NdPhYaaGLqST,Rob Message,First,George Bamber,6,27,LOST,28,69,84,23,42,85,50,40,0,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Charlie Green,Second,Luke Jackman,1,19,WON,66,80,100,125,82,32,16,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Luke Jackman,First,Charlie Green,1,21,LOST,57,28,11,27,94,45,96,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Charlie Green,First,Luke Jackman,2,28,WON,41,81,60,46,43,68,60,54,8,40,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Luke Jackman,Second,Charlie Green,2,27,LOST,40,60,100,60,45,81,25,30,20,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Charlie Green,Second,Luke Jackman,3,25,WON,123,27,58,93,59,45,40,16,40,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Luke Jackman,First,Charlie Green,3,27,LOST,60,83,24,41,30,134,73,51,0,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Charlie Green,First,Luke Jackman,4,25,WON,140,57,140,96,48,0,16,0,4,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/3iIu7jkFb39Y,Luke Jackman,Second,Charlie Green,4,24,LOST,13,121,78,100,60,44,35,45,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,Liam Saxon,First,James Oliver,1,28,WON,40,60,97,100,60,96,16,0,14,18,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,James Oliver,Second,Liam Saxon,1,27,LOST,45,99,9,42,81,5,140,30,42,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,Liam Saxon,Second,James Oliver,2,19,WON,134,85,96,52,114,0,20,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,James Oliver,First,Liam Saxon,2,21,LOST,25,57,57,41,60,60,97,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,Liam Saxon,First,James Oliver,3,20,WON,100,58,77,58,100,47,61,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,James Oliver,Second,Liam Saxon,3,18,LOST,45,58,79,41,41,58,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,Liam Saxon,Second,James Oliver,4,24,LOST,58,57,46,96,58,96,60,22,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,James Oliver,First,Liam Saxon,4,26,WON,81,100,81,41,100,70,23,1,4,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,Liam Saxon,First,James Oliver,5,17,WON,44,134,134,58,91,40,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/xzlzbSfLwtL2,James Oliver,Second,Liam Saxon,5,15,LOST,85,41,140,60,24,,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,First,Erin Glennon,1,22,WON,63,140,60,41,139,38,0,20,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,Second,John Mcdermott,1,21,LOST,45,15,57,40,39,65,25,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,Second,Erin Glennon,2,18,LOST,92,15,41,43,40,140,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,First,John Mcdermott,2,20,WON,41,79,82,39,100,120,40,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,First,Erin Glennon,3,25,WON,30,43,41,34,60,60,95,98,40,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,Second,John Mcdermott,3,24,LOST,100,46,70,77,78,40,54,27,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,Second,Erin Glennon,4,27,LOST,41,60,83,43,41,79,46,40,52,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,First,John Mcdermott,4,29,WON,36,45,59,60,41,140,21,39,0,60,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,First,Erin Glennon,5,15,LOST,80,140,42,41,140,,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,Second,John Mcdermott,5,15,WON,171,140,58,78,54,,,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,Second,Erin Glennon,6,26,WON,79,96,60,13,79,43,29,50,52,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,First,John Mcdermott,6,27,LOST,77,11,40,58,37,39,35,93,39,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,John Mcdermott,First,Erin Glennon,7,27,WON,94,81,44,40,44,81,31,54,32,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/lPdXoyxRZGSc,Erin Glennon,Second,John Mcdermott,7,24,LOST,80,81,46,25,13,41,45,40,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,First,Steve Henry,1,24,LOST,40,125,42,48,47,59,30,39,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,Second,Connor Merrick,1,24,WON,60,45,83,85,26,60,100,42,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,Second,Steve Henry,2,24,WON,47,58,140,60,22,56,44,74,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,First,Connor Merrick,2,24,LOST,95,42,42,45,47,40,60,40,,,,
