Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Connor Merrick,First,Tergel Khurelkhuu,1,18,LOST,45,81,100,80,60,45,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Tergel Khurelkhuu,Second,Connor Merrick,1,18,WON,43,60,180,94,56,68,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Connor Merrick,Second,Tergel Khurelkhuu,2,15,LOST,81,100,43,96,97,,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Tergel Khurelkhuu,First,Connor Merrick,2,18,WON,140,100,140,15,66,40,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Connor Merrick,First,Tergel Khurelkhuu,3,21,LOST,58,85,24,59,100,45,45,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/EGDSngTDrSV7,Tergel Khurelkhuu,Second,Connor Merrick,3,21,WON,100,44,30,60,100,142,25,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Steve Henry,First,Sam Doherty,1,27,LOST,45,59,57,21,83,45,71,39,41,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Sam Doherty,Second,Steve Henry,1,27,WON,60,55,50,30,32,60,80,75,59,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Steve Henry,Second,Sam Doherty,2,21,WON,127,95,33,53,57,59,77,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Sam Doherty,First,Steve Henry,2,21,LOST,128,43,81,45,60,60,44,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Steve Henry,First,Sam Doherty,3,27,WON,79,66,43,57,79,45,108,0,24,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Sam Doherty,Second,Steve Henry,3,24,LOST,58,60,41,59,45,80,139,3,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Steve Henry,Second,Sam Doherty,4,21,WON,83,59,127,59,95,58,20,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/9PEc6GLJ7Bz5,Sam Doherty,First,Steve Henry,4,21,LOST,99,41,100,45,40,81,89,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Dylan Merrick,Second,Connor Merrick,1,30,LOST,26,41,29,23,83,36,22,43,13,41,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Connor Merrick,First,Dylan Merrick,1,33,WON,42,58,45,45,77,85,59,35,0,0,55,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Dylan Merrick,First,Connor Merrick,2,30,LOST,22,25,18,21,60,22,44,15,22,32,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Connor Merrick,Second,Dylan Merrick,2,28,WON,60,76,59,97,55,78,33,34,5,4,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Dylan Merrick,Second,Connor Merrick,3,33,LOST,65,43,41,121,9,7,39,52,45,40,19,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/D1KyFQ3mASyA,Connor Merrick,First,Dylan Merrick,3,35,WON,45,45,140,45,43,60,41,38,29,0,0,15,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Tergel Khurelkhuu,First,Steve Henry,1,23,WON,100,60,55,41,60,80,25,80,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Steve Henry,Second,Tergel Khurelkhuu,1,21,LOST,57,57,57,57,39,41,25,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Tergel Khurelkhuu,Second,Steve Henry,2,23,WON,137,59,45,100,60,60,30,10,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Steve Henry,First,Tergel Khurelkhuu,2,24,LOST,47,95,47,35,95,43,26,46,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Tergel Khurelkhuu,First,Steve Henry,3,23,WON,44,41,60,60,134,40,54,68,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/UnWruD9ssrvk,Steve Henry,Second,Tergel Khurelkhuu,3,21,LOST,55,59,95,61,93,121,0,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Sam Doherty,First,Dylan Merrick,1,32,WON,25,60,55,69,29,43,41,59,26,26,68,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Dylan Merrick,Second,Sam Doherty,1,30,LOST,85,45,27,26,22,39,36,15,19,98,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Sam Doherty,Second,Dylan Merrick,2,31,WON,78,45,39,41,30,98,98,52,0,0,20,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Dylan Merrick,First,Sam Doherty,2,33,LOST,40,34,26,22,13,36,18,44,45,33,9,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Sam Doherty,First,Dylan Merrick,3,39,LOST,58,60,100,28,15,30,60,57,33,20,20,0,0,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Dylan Merrick,Second,Sam Doherty,3,39,WON,33,34,85,36,11,35,138,45,33,23,14,0,14,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Sam Doherty,Second,Dylan Merrick,4,26,WON,25,115,45,46,41,26,133,54,16,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/QCpHgERZjNnN,Dylan Merrick,First,Sam Doherty,4,27,LOST,26,45,75,26,31,33,21,26,70,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Connor Merrick,First,Steve Henry,1,24,LOST,40,45,27,59,60,60,80,30,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Steve Henry,Second,Connor Merrick,1,24,WON,55,21,57,95,39,63,95,76,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Connor Merrick,Second,Steve Henry,2,30,WON,96,60,45,59,100,121,16,0,0,4,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Steve Henry,First,Connor Merrick,2,30,LOST,67,45,56,57,57,41,38,44,68,0,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Connor Merrick,First,Steve Henry,3,33,LOST,30,60,26,46,96,42,42,59,60,0,20,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Steve Henry,Second,Connor Merrick,3,31,WON,29,38,95,81,41,83,100,26,6,0,2,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Connor Merrick,Second,Steve Henry,4,35,WON,22,45,40,59,60,61,41,41,100,0,0,32,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Steve Henry,First,Connor Merrick,4,36,LOST,57,95,41,97,66,55,50,22,0,0,10,0,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Connor Merrick,First,Steve Henry,5,24,LOST,45,95,81,100,61,59,0,40,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/MynbgOUN315u,Steve Henry,Second,Connor Merrick,5,24,WON,64,57,35,79,57,95,58,56,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Tergel Khurelkhuu,Second,Sam Doherty,1,21,WON,60,60,140,60,45,120,16,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Sam Doherty,First,Tergel Khurelkhuu,1,21,LOST,45,45,45,43,57,29,59,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Tergel Khurelkhuu,First,Sam Doherty,2,15,WON,140,100,55,80,126,,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Sam Doherty,Second,Tergel Khurelkhuu,2,12,LOST,55,46,80,85,,,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Tergel Khurelkhuu,Second,Sam Doherty,3,18,LOST,140,87,138,78,18,20,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Sam Doherty,First,Tergel Khurelkhuu,3,20,WON,100,60,41,125,60,87,28,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Tergel Khurelkhuu,First,Sam Doherty,4,23,WON,83,44,24,100,92,98,50,10,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/gGoZqbZfQDCA,Sam Doherty,Second,Tergel Khurelkhuu,4,21,LOST,30,45,40,140,60,60,81,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Steve Henry,First,Dylan Merrick,1,26,WON,42,38,57,79,57,43,93,56,36,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Dylan Merrick,Second,Steve Henry,1,24,LOST,53,60,32,77,23,41,5,30,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Steve Henry,Second,Dylan Merrick,2,23,WON,38,71,57,57,95,133,35,15,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Dylan Merrick,First,Steve Henry,2,24,LOST,26,50,6,14,41,29,46,30,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Steve Henry,First,Dylan Merrick,3,35,WON,47,81,41,57,133,91,31,18,0,0,0,2,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/bkRehSdi7BQK,Dylan Merrick,Second,Steve Henry,3,33,LOST,29,33,26,39,25,36,30,42,40,31,21,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Sam Doherty,First,Connor Merrick,1,27,LOST,45,60,45,58,40,45,38,40,50,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Connor Merrick,Second,Sam Doherty,1,25,WON,85,45,60,85,26,65,45,60,30,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Sam Doherty,Second,Connor Merrick,2,33,LOST,72,135,81,30,93,30,50,0,0,0,8,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Connor Merrick,First,Sam Doherty,2,34,WON,28,60,100,100,45,42,94,24,0,0,0,8,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Sam Doherty,First,Connor Merrick,3,42,LOST,60,85,85,45,59,43,39,35,40,0,8,0,0,0,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/cvskF9SaYCTF,Connor Merrick,Second,Sam Doherty,3,41,WON,100,100,85,100,36,14,26,0,32,0,4,0,0,4,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Dylan Merrick,Second,Tergel Khurelkhuu,1,18,LOST,53,16,18,10,37,70,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Tergel Khurelkhuu,First,Dylan Merrick,1,20,WON,100,60,97,93,97,41,13,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Dylan Merrick,First,Tergel Khurelkhuu,2,21,LOST,37,41,19,45,35,70,52,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Tergel Khurelkhuu,Second,Dylan Merrick,2,19,WON,97,60,53,131,60,80,20,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Dylan Merrick,Second,Tergel Khurelkhuu,3,18,LOST,26,24,23,5,81,70,,,,,,,,,,,
Ruislip,,,28/03/2025,Group 1,https://www.dartsatlas.com/matches/jIUkBGEUgsaO,Tergel Khurelkhuu,First,Dylan Merrick,3,19,WON,140,42,30,140,60,69,20,,,,,,,,,,
Ruislip,,,28/03/2025,Group 2,https://www.dartsatlas.com/matches/impiHfUe7B7w,Odbileg Khayankhyarvaa,First,Kean Evans,1,26,WON,43,85,42,135,140,42,0,10,4,,,,,,,,
Ruislip,,,28/03/2025,Group 2,https://www.dartsatlas.com/matches/impiHfUe7B7w,Kean Evans,Second,Odbileg Khayankhyarvaa,1,24,LOST,85,85,80,60,41,45,94,7,,,,,,,,,
