Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,Second,Steve Henry,1,22,WON,85,100,66,95,30,87,30,8,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,First,Kieran Mcdonagh,1,24,LOST,43,46,100,45,43,58,55,83,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,First,Steve Henry,2,24,LOST,45,45,60,40,85,55,43,56,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,Second,Kieran Mcdonagh,2,24,WON,60,60,44,100,97,90,30,20,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,Second,Steve Henry,3,25,WON,100,30,115,33,41,44,65,33,40,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,First,Kieran Mcdonagh,3,27,LOST,58,82,96,67,34,79,55,22,4,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,First,Steve Henry,4,29,WON,95,31,41,60,39,100,79,38,14,4,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,Second,Kieran Mcdonagh,4,27,LOST,17,100,57,99,117,50,21,35,0,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,Second,Steve Henry,5,27,LOST,28,44,45,85,58,41,43,59,58,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,First,Kieran Mcdonagh,5,29,WON,15,60,81,61,82,58,92,38,6,8,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,First,Steve Henry,6,18,LOST,23,45,13,45,36,100,,,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,Second,Kieran Mcdonagh,6,16,WON,96,125,94,45,101,40,,,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Kieran Mcdonagh,Second,Steve Henry,7,15,LOST,26,133,35,43,114,,,,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/agyqQ3n87SVV,Steve Henry,First,Kieran Mcdonagh,7,18,WON,60,85,55,100,61,140,,,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/KhSTfqbvH60A,Steven Ferguson,First,Sam Green,1,22,WON,60,60,54,140,45,90,32,20,,,,
Morden,,,29/06/2025,Last 16,https://www.dartsatlas.com/matches/KhSTfqbvH60A,Sam Green,Second,Steven Ferguson,1,21,LOST,80,83,59,100,83,56,24,,,,,
