Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Paul Upfold,Second,Odbileg Khayankhyarvaa,1,32,WON,83,60,45,45,48,22,44,29,69,44,12,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Odbileg Khayankhyarvaa,First,Paul Upfold,1,33,LOST,87,100,43,96,19,60,74,14,0,6,0,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Paul Upfold,First,Odbileg Khayankhyarvaa,2,21,LOST,81,45,45,85,26,68,60,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Odbileg Khayankhyarvaa,Second,Paul Upfold,2,21,WON,57,57,47,100,125,95,20,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Paul Upfold,Second,Odbileg Khayankhyarvaa,3,21,LOST,26,40,44,40,60,44,85,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/3p7ahfAB3pkp,Odbileg Khayankhyarvaa,First,Paul Upfold,3,23,WON,60,45,60,81,43,54,100,58,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/l9fvVbseXbYl,Jozsef Varga,Second,Sean Lahiff,1,27,LOST,30,57,95,59,45,37,100,28,18,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/l9fvVbseXbYl,Sean Lahiff,First,Jozsef Varga,1,29,WON,26,85,100,60,11,99,60,40,0,20,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/l9fvVbseXbYl,Jozsef Varga,First,Sean Lahiff,2,21,LOST,100,45,25,58,43,41,171,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/l9fvVbseXbYl,Sean Lahiff,Second,Jozsef Varga,2,21,WON,95,85,60,59,100,87,15,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Sean Lahiff,First,Paul Upfold,1,25,WON,99,100,35,68,139,50,8,0,2,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Paul Upfold,Second,Sean Lahiff,1,24,LOST,58,60,60,50,43,60,100,50,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Sean Lahiff,Second,Paul Upfold,2,24,LOST,100,60,57,60,77,57,43,0,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Paul Upfold,First,Sean Lahiff,2,25,WON,41,43,45,28,45,39,125,117,18,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Sean Lahiff,First,Paul Upfold,3,24,LOST,44,43,99,145,44,54,47,9,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/z8U7AR3ZKwIZ,Paul Upfold,Second,Sean Lahiff,3,22,WON,60,140,45,100,60,64,0,32,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/SwhpTFLSCbEv,Jozsef Varga,First,Odbileg Khayankhyarvaa,1,30,LOST,58,55,58,100,15,81,42,56,32,2,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/SwhpTFLSCbEv,Odbileg Khayankhyarvaa,Second,Jozsef Varga,1,28,WON,45,41,58,57,95,27,44,56,38,40,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/SwhpTFLSCbEv,Jozsef Varga,Second,Odbileg Khayankhyarvaa,2,18,LOST,60,85,96,140,31,34,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 1,https://www.dartsatlas.com/matches/SwhpTFLSCbEv,Odbileg Khayankhyarvaa,First,Jozsef Varga,2,21,WON,140,95,44,60,60,70,32,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Tergel Khurelkhuu,First,Alex Hewitson,1,21,LOST,49,42,92,60,58,75,45,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Alex Hewitson,Second,Tergel Khurelkhuu,1,20,WON,120,140,13,58,58,44,68,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Tergel Khurelkhuu,Second,Alex Hewitson,2,21,WON,66,58,60,60,59,100,98,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Alex Hewitson,First,Tergel Khurelkhuu,2,21,LOST,45,45,61,82,85,25,100,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Tergel Khurelkhuu,First,Alex Hewitson,3,14,WON,23,180,136,92,70,,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/0eb5xeW69XAs,Alex Hewitson,Second,Tergel Khurelkhuu,3,12,LOST,60,41,32,180,,,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/lqNP5BR6gwtw,Jono Harding,Second,Shane Edwards,1,21,LOST,45,100,81,28,26,45,66,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/lqNP5BR6gwtw,Shane Edwards,First,Jono Harding,1,23,WON,45,57,99,86,44,58,52,60,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/lqNP5BR6gwtw,Jono Harding,First,Shane Edwards,2,27,LOST,70,47,55,81,41,45,45,57,40,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/lqNP5BR6gwtw,Shane Edwards,Second,Jono Harding,2,25,WON,44,100,55,26,60,45,100,51,20,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/DQfrf6URhxVf,Tergel Khurelkhuu,First,Jono Harding,1,23,WON,43,60,100,40,100,58,60,40,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/DQfrf6URhxVf,Jono Harding,Second,Tergel Khurelkhuu,1,21,LOST,40,41,22,40,100,26,7,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/DQfrf6URhxVf,Tergel Khurelkhuu,Second,Jono Harding,2,16,WON,120,99,84,105,53,40,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/DQfrf6URhxVf,Jono Harding,First,Tergel Khurelkhuu,2,18,LOST,24,43,26,11,85,45,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/GeSCvOLA9XE8,Alex Hewitson,First,Shane Edwards,1,21,LOST,60,45,24,45,60,24,60,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/GeSCvOLA9XE8,Shane Edwards,Second,Alex Hewitson,1,21,WON,44,134,26,93,80,60,64,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/GeSCvOLA9XE8,Alex Hewitson,Second,Shane Edwards,2,18,LOST,26,44,100,58,100,41,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/GeSCvOLA9XE8,Shane Edwards,First,Alex Hewitson,2,19,WON,100,140,57,45,102,17,40,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/bXIrpyc2LGhy,Shane Edwards,First,Tergel Khurelkhuu,1,18,LOST,60,60,43,140,85,73,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/bXIrpyc2LGhy,Tergel Khurelkhuu,Second,Shane Edwards,1,18,WON,140,24,140,139,38,20,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/bXIrpyc2LGhy,Shane Edwards,Second,Tergel Khurelkhuu,2,21,LOST,60,60,70,59,100,100,20,,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/bXIrpyc2LGhy,Tergel Khurelkhuu,First,Shane Edwards,2,23,WON,96,60,59,80,86,100,15,5,,,,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/tAX9H0mQrvZt,Alex Hewitson,Second,Jono Harding,1,31,WON,30,83,45,99,100,28,18,28,38,28,4,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/tAX9H0mQrvZt,Jono Harding,First,Alex Hewitson,1,33,LOST,22,22,59,24,140,66,84,29,47,6,0,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/tAX9H0mQrvZt,Alex Hewitson,First,Jono Harding,2,32,WON,42,85,40,79,45,24,65,34,47,30,10,,,,,,
Wood Green,,,21/02/2025,Group 2,https://www.dartsatlas.com/matches/tAX9H0mQrvZt,Jono Harding,Second,Alex Hewitson,2,30,LOST,41,45,30,60,59,46,28,100,76,0,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,JJ Jameson,First,Charlie Green,1,28,WON,100,60,60,40,60,60,25,55,33,8,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,Charlie Green,Second,JJ Jameson,1,27,LOST,125,81,60,40,57,58,70,6,0,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,JJ Jameson,Second,Charlie Green,2,18,LOST,41,60,100,60,100,28,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,Charlie Green,First,JJ Jameson,2,21,WON,60,100,45,121,61,98,16,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,JJ Jameson,First,Charlie Green,3,25,WON,60,60,41,100,100,120,10,0,10,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/Q7N4hyludyn6,Charlie Green,Second,JJ Jameson,3,24,LOST,42,100,60,39,41,44,58,77,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/IsCcKK5REQdu,Charlie Green,First,Mihaly Alberti,1,24,WON,140,60,17,34,43,95,56,56,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/IsCcKK5REQdu,Mihaly Alberti,Second,Charlie Green,1,21,LOST,59,41,85,11,38,7,43,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/IsCcKK5REQdu,Charlie Green,Second,Mihaly Alberti,2,19,WON,6,93,85,41,100,140,36,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/IsCcKK5REQdu,Mihaly Alberti,First,Charlie Green,2,21,LOST,15,69,60,100,55,39,60,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/GMI2HuRQZDFA,Mihaly Alberti,Second,JJ Jameson,1,24,LOST,60,7,100,41,61,81,8,65,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/GMI2HuRQZDFA,JJ Jameson,First,Mihaly Alberti,1,25,WON,45,95,30,60,100,60,41,30,40,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/GMI2HuRQZDFA,Mihaly Alberti,First,JJ Jameson,2,21,LOST,33,45,60,60,41,45,26,,,,,,,,,,
Wood Green,,,21/02/2025,Group 3,https://www.dartsatlas.com/matches/GMI2HuRQZDFA,JJ Jameson,Second,Mihaly Alberti,2,20,WON,60,81,45,45,60,140,70,,,,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Charlie Hardie,First,Matthew Poucher,1,27,LOST,45,100,60,27,22,45,40,32,30,,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Matthew Poucher,Second,Charlie Hardie,1,27,WON,26,60,98,35,28,100,60,54,40,,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Charlie Hardie,Second,Matthew Poucher,2,30,WON,13,60,41,3,70,78,86,41,73,36,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Matthew Poucher,First,Charlie Hardie,2,30,LOST,11,41,100,30,60,45,26,60,96,16,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Charlie Hardie,First,Matthew Poucher,3,27,LOST,57,42,29,41,27,95,100,21,49,,,,,,,,
Wood Green,,,21/02/2025,Group 4,https://www.dartsatlas.com/matches/KQDFc9Nc4Wnd,Matthew Poucher,Second,Charlie Hardie,3,26,WON,85,45,100,45,22,85,80,29,10,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/rYjwo6WwW1Vs,John Mcdermott,First,Tamas Nagy,1,22,WON,43,125,41,68,78,73,57,16,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/rYjwo6WwW1Vs,Tamas Nagy,Second,John Mcdermott,1,21,LOST,45,81,25,45,85,41,60,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/rYjwo6WwW1Vs,John Mcdermott,Second,Tamas Nagy,2,24,WON,140,26,60,35,100,28,76,36,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/rYjwo6WwW1Vs,Tamas Nagy,First,John Mcdermott,2,24,LOST,57,60,66,43,60,57,5,57,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/DSuQ59zsXTNr,Tamas Nagy,Second,Nick Holman,1,18,LOST,41,66,60,83,41,90,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/DSuQ59zsXTNr,Nick Holman,First,Tamas Nagy,1,20,WON,100,81,81,60,99,40,40,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/DSuQ59zsXTNr,Tamas Nagy,First,Nick Holman,2,21,LOST,41,39,27,20,26,29,41,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/DSuQ59zsXTNr,Nick Holman,Second,Tamas Nagy,2,21,WON,85,66,45,180,97,21,7,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/yoTObUjbU1Ea,Nick Holman,First,John Mcdermott,1,23,WON,100,100,77,60,82,62,12,8,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/yoTObUjbU1Ea,John Mcdermott,Second,Nick Holman,1,21,LOST,26,26,100,60,13,98,46,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/yoTObUjbU1Ea,Nick Holman,Second,John Mcdermott,2,16,WON,100,100,85,140,36,40,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 5,https://www.dartsatlas.com/matches/yoTObUjbU1Ea,John Mcdermott,First,Nick Holman,2,18,LOST,81,51,83,60,26,100,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Steve Henry,First,Norbert Nemeth,1,26,WON,45,25,33,133,29,60,29,95,52,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Norbert Nemeth,Second,Steve Henry,1,24,LOST,30,91,23,68,44,100,47,58,,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Steve Henry,Second,Norbert Nemeth,2,21,LOST,45,40,47,57,41,79,30,,,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Norbert Nemeth,First,Steve Henry,2,22,WON,100,37,100,95,19,85,25,40,,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Steve Henry,First,Norbert Nemeth,3,39,WON,100,40,42,29,26,100,85,39,22,10,0,6,2,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/SIY3lveMTh1B,Norbert Nemeth,Second,Steve Henry,3,36,LOST,85,9,43,68,28,140,38,40,30,0,10,0,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/6s8FvrIektI4,Norbert Nemeth,Second,Kean Evans,1,27,LOST,40,44,44,26,46,40,60,60,83,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/6s8FvrIektI4,Kean Evans,First,Norbert Nemeth,1,29,WON,100,100,60,140,45,38,10,0,0,8,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/6s8FvrIektI4,Norbert Nemeth,First,Kean Evans,2,27,LOST,60,45,137,95,69,31,48,8,0,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/6s8FvrIektI4,Kean Evans,Second,Norbert Nemeth,2,27,WON,60,24,60,41,100,7,140,37,32,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Kean Evans,Second,Steve Henry,1,34,WON,60,60,59,26,60,45,60,60,51,10,0,10,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Steve Henry,First,Kean Evans,1,36,LOST,79,26,41,26,31,41,60,26,41,40,50,30,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Kean Evans,First,Steve Henry,2,30,LOST,59,60,60,140,100,42,8,16,8,0,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Steve Henry,Second,Kean Evans,2,29,WON,39,17,32,55,100,60,40,58,60,40,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Kean Evans,Second,Steve Henry,3,25,WON,100,83,60,44,41,45,41,55,32,,,,,,,,
Wood Green,,,21/02/2025,Group 6,https://www.dartsatlas.com/matches/0LyI07l7wZf9,Steve Henry,First,Kean Evans,3,27,LOST,59,81,100,41,100,60,40,0,0,,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/wZKDiweyo09o,George Mills,First,Ryan Smith,1,21,LOST,27,60,45,60,79,40,85,,,,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/wZKDiweyo09o,Ryan Smith,Second,George Mills,1,19,WON,34,55,44,100,140,104,24,,,,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/wZKDiweyo09o,George Mills,Second,Ryan Smith,2,24,LOST,83,21,85,60,45,83,84,20,,,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/wZKDiweyo09o,Ryan Smith,First,George Mills,2,27,WON,60,93,43,30,24,30,81,28,112,,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/pn8U7PLPZUfi,Ryan Smith,First,Stephen Henry,1,49,WON,31,50,45,62,47,44,66,52,47,17,11,16,0,9,0,0,4
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/pn8U7PLPZUfi,Stephen Henry,Second,Ryan Smith,1,48,LOST,45,30,45,16,40,21,75,55,80,43,0,32,0,0,0,0,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/pn8U7PLPZUfi,Ryan Smith,Second,Stephen Henry,2,40,WON,85,7,29,100,119,60,39,22,20,6,10,0,0,4,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/pn8U7PLPZUfi,Stephen Henry,First,Ryan Smith,2,42,LOST,55,60,21,26,65,75,41,41,39,22,20,22,7,0,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/gMWPfNVIcsge,Stephen Henry,Second,George Mills,1,30,LOST,37,45,40,26,30,11,80,36,100,44,,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/gMWPfNVIcsge,George Mills,First,Stephen Henry,1,31,WON,60,85,41,55,41,65,37,24,85,0,8,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/gMWPfNVIcsge,Stephen Henry,First,George Mills,2,33,LOST,60,101,60,59,65,26,100,0,20,0,5,,,,,,
Wood Green,,,21/02/2025,Group 7,https://www.dartsatlas.com/matches/gMWPfNVIcsge,George Mills,Second,Stephen Henry,2,32,WON,80,60,61,100,20,45,85,25,17,4,4,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Terry Lyons,Second,Jo Deamer,1,33,LOST,41,76,41,45,45,60,60,44,69,10,0,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Jo Deamer,First,Terry Lyons,1,36,WON,41,60,60,100,100,60,41,15,0,0,0,24,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Terry Lyons,First,Jo Deamer,2,28,WON,22,62,40,80,15,140,80,34,14,14,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Jo Deamer,Second,Terry Lyons,2,27,LOST,45,121,60,95,60,40,40,30,0,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Terry Lyons,Second,Jo Deamer,3,27,LOST,60,43,45,41,30,83,60,47,42,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/RZ08UoOrlgI3,Jo Deamer,First,Terry Lyons,3,29,WON,81,60,60,41,40,59,70,59,23,8,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,Jo Deamer,Second,John Nelson,1,21,LOST,60,45,95,60,41,100,46,,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,John Nelson,First,Jo Deamer,1,22,WON,140,58,42,70,135,52,0,4,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,Jo Deamer,First,John Nelson,2,25,WON,41,60,85,60,60,60,65,30,40,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,John Nelson,Second,Jo Deamer,2,24,LOST,100,96,58,140,67,32,0,0,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,Jo Deamer,Second,John Nelson,3,15,LOST,60,100,100,83,100,,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/GPsFWLM8qqRQ,John Nelson,First,Jo Deamer,3,17,WON,140,60,34,180,78,9,,,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/xitdoGDPESHV,John Nelson,First,Terry Lyons,1,27,WON,86,8,41,85,57,50,96,30,48,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/xitdoGDPESHV,Terry Lyons,Second,John Nelson,1,24,LOST,60,43,21,41,41,41,41,80,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/xitdoGDPESHV,John Nelson,Second,Terry Lyons,2,22,WON,131,60,140,56,42,40,16,16,,,,,,,,,
Wood Green,,,21/02/2025,Group 8,https://www.dartsatlas.com/matches/xitdoGDPESHV,Terry Lyons,First,John Nelson,2,24,LOST,41,28,52,90,22,41,81,26,,,,,,,,,
