Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/EfFRDJO8DQCU,John Green,Second,James Willcox,2,12,LOST,76,38,45,45,,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/EfFRDJO8DQCU,James Willcox,First,John Green,2,15,WON,123,140,100,64,74,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/EfFRDJO8DQCU,John Green,First,James Willcox,3,15,LOST,60,81,60,60,140,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/EfFRDJO8DQCU,James Willcox,Second,John Green,3,15,WON,81,60,140,140,80,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/rr2Pj9s6ZiTs,Jack Brownsmead,Second,Kelly Gower,1,23,WON,58,24,41,59,137,51,111,20,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/rr2Pj9s6ZiTs,Kelly Gower,First,Jack Brownsmead,1,24,LOST,117,83,95,94,54,23,19,14,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/rr2Pj9s6ZiTs,Jack Brownsmead,First,Kelly Gower,2,23,WON,83,83,60,79,40,60,48,48,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/rr2Pj9s6ZiTs,Kelly Gower,Second,Jack Brownsmead,2,21,LOST,33,41,29,45,57,9,57,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,Jono Harding,Second,John Power,1,18,WON,85,100,60,140,44,72,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,John Power,First,Jono Harding,1,18,LOST,100,95,95,100,9,82,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,Jono Harding,First,John Power,2,18,LOST,100,95,60,60,22,58,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,John Power,Second,Jono Harding,2,18,WON,23,60,85,100,133,100,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,Jono Harding,Second,John Power,3,20,WON,100,55,46,100,85,63,52,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/qXNAVxr39uAI,John Power,First,Jono Harding,3,21,LOST,60,41,95,45,100,31,57,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/QKxfTfke9UBg,Warren Upfold,Second,John Green,1,26,WON,60,55,55,30,100,100,45,16,40,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/QKxfTfke9UBg,John Green,First,Warren Upfold,1,27,LOST,41,41,45,100,24,85,95,62,4,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/QKxfTfke9UBg,Warren Upfold,First,John Green,2,27,WON,55,44,81,45,100,41,51,28,56,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/QKxfTfke9UBg,John Green,Second,Warren Upfold,2,24,LOST,70,60,41,41,45,83,40,57,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/2rLsLH15RkjB,James Willcox,Second,Jack Brownsmead,1,17,WON,100,44,140,100,97,20,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/2rLsLH15RkjB,Jack Brownsmead,First,James Willcox,1,18,LOST,60,80,40,100,85,41,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/2rLsLH15RkjB,James Willcox,First,Jack Brownsmead,2,15,WON,134,180,41,57,89,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/2rLsLH15RkjB,Jack Brownsmead,Second,James Willcox,2,12,LOST,60,57,100,41,,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/G7EtB0Ff3nh7,Kelly Gower,Second,John Power,1,12,LOST,21,19,54,25,,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/G7EtB0Ff3nh7,John Power,First,Kelly Gower,1,15,WON,97,85,140,40,139,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/G7EtB0Ff3nh7,Kelly Gower,First,John Power,2,27,LOST,57,19,35,22,41,41,46,80,80,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/G7EtB0Ff3nh7,John Power,Second,Kelly Gower,2,25,WON,26,100,60,43,55,100,57,40,20,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Jono Harding,First,Warren Upfold,1,20,WON,60,100,83,100,60,58,40,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Warren Upfold,Second,Jono Harding,1,18,LOST,66,85,45,60,55,30,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Jono Harding,Second,Warren Upfold,2,24,LOST,55,57,100,60,59,46,81,33,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Warren Upfold,First,Jono Harding,2,27,WON,80,60,81,45,28,28,59,42,78,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Jono Harding,First,Warren Upfold,3,27,WON,55,60,98,58,55,7,27,85,56,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/ItfZ41OiGFPm,Warren Upfold,Second,Jono Harding,3,24,LOST,100,60,60,55,45,45,60,36,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,John Green,First,Jack Brownsmead,1,18,LOST,41,41,30,60,60,60,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,Jack Brownsmead,Second,John Green,1,18,WON,100,68,100,140,53,40,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,John Green,Second,Jack Brownsmead,2,30,WON,22,60,56,81,85,45,60,37,15,40,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,Jack Brownsmead,First,John Green,2,30,LOST,60,100,134,43,44,21,59,30,5,0,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,John Green,First,Jack Brownsmead,3,40,WON,45,45,45,60,38,9,45,7,28,44,65,37,17,16
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/m1qwpuHnXIFb,Jack Brownsmead,Second,John Green,3,39,LOST,23,45,41,60,23,39,40,100,94,18,0,16,0,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/r7S7iLIVn4bK,James Willcox,First,Kelly Gower,1,21,WON,96,121,36,30,96,54,68,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/r7S7iLIVn4bK,Kelly Gower,Second,James Willcox,1,18,LOST,121,23,71,95,41,52,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/r7S7iLIVn4bK,James Willcox,Second,Kelly Gower,2,17,WON,117,140,58,100,54,32,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/r7S7iLIVn4bK,Kelly Gower,First,James Willcox,2,18,LOST,33,126,45,38,29,41,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/FLcuVtZ1xPSw,Jono Harding,Second,John Green,1,30,LOST,45,41,57,81,100,39,86,32,10,0,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/FLcuVtZ1xPSw,John Green,First,Jono Harding,1,33,WON,38,26,60,30,60,85,43,45,24,34,56,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/FLcuVtZ1xPSw,Jono Harding,First,John Green,2,24,LOST,57,57,60,100,81,23,55,48,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/FLcuVtZ1xPSw,John Green,Second,Jono Harding,2,23,WON,60,22,30,121,121,27,26,94,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/DVGqcBrZECSe,Warren Upfold,Second,James Willcox,1,21,LOST,60,60,60,67,45,60,30,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/DVGqcBrZECSe,James Willcox,First,Warren Upfold,1,22,WON,60,100,57,81,33,44,86,40,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/DVGqcBrZECSe,Warren Upfold,First,James Willcox,2,21,LOST,60,100,100,60,28,60,79,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/DVGqcBrZECSe,James Willcox,Second,Warren Upfold,2,20,WON,98,59,40,134,30,100,40,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/tFmAeMKUb0JT,John Power,First,Jack Brownsmead,1,24,WON,41,40,100,43,60,41,55,121,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/tFmAeMKUb0JT,Jack Brownsmead,Second,John Power,1,21,LOST,58,60,46,83,96,58,80,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/tFmAeMKUb0JT,John Power,Second,Jack Brownsmead,2,21,WON,100,60,85,45,99,76,36,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/tFmAeMKUb0JT,Jack Brownsmead,First,John Power,2,21,LOST,60,28,41,25,60,59,98,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/O4BlSeWQcmGm,Kelly Gower,First,John Green,1,42,LOST,42,38,22,61,70,79,35,40,45,37,8,0,12,0
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/O4BlSeWQcmGm,John Green,Second,Kelly Gower,1,41,WON,100,22,45,60,45,64,42,43,63,9,6,0,0,2
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/O4BlSeWQcmGm,Kelly Gower,Second,John Green,2,18,LOST,25,33,29,26,80,15,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/O4BlSeWQcmGm,John Green,First,Kelly Gower,2,21,WON,21,125,60,100,83,88,24,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/3nbCksyjYn9i,James Willcox,First,Jono Harding,1,33,WON,100,48,31,99,15,100,52,24,28,0,4,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/3nbCksyjYn9i,Jono Harding,Second,James Willcox,1,30,LOST,81,100,60,41,47,45,59,48,0,0,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/3nbCksyjYn9i,James Willcox,Second,Jono Harding,2,17,WON,93,121,100,69,83,35,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/3nbCksyjYn9i,Jono Harding,First,James Willcox,2,18,LOST,41,41,95,100,26,45,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/UYBNat02AbTF,Jack Brownsmead,Second,Warren Upfold,1,19,WON,60,43,96,174,84,28,16,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/UYBNat02AbTF,Warren Upfold,First,Jack Brownsmead,1,21,LOST,60,30,100,85,61,21,29,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/UYBNat02AbTF,Jack Brownsmead,First,Warren Upfold,2,26,WON,100,60,21,134,60,46,40,20,20,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/UYBNat02AbTF,Warren Upfold,Second,Jack Brownsmead,2,24,LOST,43,55,30,22,100,37,60,38,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Green,First,John Power,1,21,LOST,81,70,26,100,45,59,80,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Power,Second,John Green,1,20,WON,180,55,58,28,80,80,20,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Green,Second,John Power,2,33,WON,100,64,125,70,26,43,35,7,15,0,16,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Power,First,John Green,2,33,LOST,100,60,60,81,25,99,60,8,6,0,0,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Green,First,John Power,3,24,LOST,41,28,121,55,26,41,47,78,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/V9ogtv0uzqsb,John Power,Second,John Green,3,22,WON,95,22,81,57,55,100,51,40,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/VCpgN9daX26x,Warren Upfold,Second,Kelly Gower,1,26,WON,100,26,47,40,140,78,30,20,20,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/VCpgN9daX26x,Kelly Gower,First,Warren Upfold,1,27,LOST,45,39,35,44,79,95,14,60,35,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/VCpgN9daX26x,Warren Upfold,First,Kelly Gower,2,20,WON,40,41,41,180,85,74,40,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/VCpgN9daX26x,Kelly Gower,Second,Warren Upfold,2,18,LOST,54,39,41,45,68,32,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/SDx4kenZpWS8,Jack Brownsmead,First,Jono Harding,1,30,LOST,77,99,41,23,48,59,60,54,30,8,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/SDx4kenZpWS8,Jono Harding,Second,Jack Brownsmead,1,29,WON,60,81,134,59,36,91,26,7,0,7,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/SDx4kenZpWS8,Jack Brownsmead,Second,Jono Harding,2,30,LOST,60,100,58,42,60,82,59,30,5,3,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/SDx4kenZpWS8,Jono Harding,First,Jack Brownsmead,2,32,WON,45,55,43,95,57,77,43,49,21,8,8,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/MGdRUoSNeDgb,John Power,First,James Willcox,1,18,LOST,40,140,45,23,89,78,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/MGdRUoSNeDgb,James Willcox,Second,John Power,1,17,WON,60,100,140,70,41,90,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/MGdRUoSNeDgb,John Power,Second,James Willcox,2,15,LOST,140,59,10,24,58,,,,,,,,,
Morden,,,26-10-2025,Group 1,https://www.dartsatlas.com/matches/MGdRUoSNeDgb,James Willcox,First,John Power,2,17,WON,90,121,120,48,87,35,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/sujbBbftAg6Z,Ian Gower,Second,Steve King,1,33,LOST,43,36,45,40,46,7,60,13,60,42,19,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/sujbBbftAg6Z,Steve King,First,Ian Gower,1,34,WON,55,28,49,100,26,41,41,82,68,7,0,4,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/sujbBbftAg6Z,Ian Gower,First,Steve King,2,24,LOST,41,41,21,45,26,59,80,26,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/sujbBbftAg6Z,Steve King,Second,Ian Gower,2,23,WON,60,96,60,59,60,41,105,20,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Daniel Killick,First,Darryl Pilgrim,1,15,LOST,100,140,30,36,135,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Darryl Pilgrim,Second,Daniel Killick,1,15,WON,60,36,140,95,170,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Daniel Killick,Second,Darryl Pilgrim,2,21,WON,30,28,135,55,140,68,45,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Darryl Pilgrim,First,Daniel Killick,2,21,LOST,41,121,89,60,41,91,18,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Daniel Killick,First,Darryl Pilgrim,3,24,LOST,41,38,60,60,60,55,36,97,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/AOcoxvORY6gO,Darryl Pilgrim,Second,Daniel Killick,3,24,WON,95,40,100,134,24,39,53,16,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Steve Henry,First,Charlie Hardie,1,24,LOST,137,45,84,46,71,58,40,16,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Charlie Hardie,Second,Steve Henry,1,23,WON,129,86,53,32,89,32,40,40,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Steve Henry,Second,Charlie Hardie,2,22,WON,60,50,41,101,43,85,85,36,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Charlie Hardie,First,Steve Henry,2,24,LOST,45,51,89,26,70,26,45,27,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Steve Henry,First,Charlie Hardie,3,32,WON,28,133,58,83,95,57,29,0,9,1,8,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/p02pnknqA2D7,Charlie Hardie,Second,Steve Henry,3,30,LOST,25,60,55,58,45,56,76,58,51,0,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Powers,Second,Ian Gower,1,24,LOST,140,60,45,100,100,24,24,0,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Gower,First,Ian Powers,1,26,WON,39,100,43,54,32,9,41,140,43,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Powers,First,Ian Gower,2,22,WON,21,60,140,60,81,59,40,40,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Gower,Second,Ian Powers,2,21,LOST,42,100,41,82,28,138,21,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Powers,Second,Ian Gower,3,21,WON,30,50,140,100,100,41,40,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/n170Mg1wtJDf,Ian Gower,First,Ian Powers,3,21,LOST,45,41,44,26,45,40,45,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/I41yAWwGFCib,Steve King,First,Daniel Killick,1,21,LOST,45,70,140,100,5,64,39,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/I41yAWwGFCib,Daniel Killick,Second,Steve King,1,20,WON,45,140,60,41,60,65,90,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/I41yAWwGFCib,Steve King,Second,Daniel Killick,2,15,LOST,95,60,24,100,53,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/I41yAWwGFCib,Daniel Killick,First,Steve King,2,17,WON,80,45,95,83,134,64,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Darryl Pilgrim,First,Steve Henry,1,18,WON,76,59,140,134,44,48,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Steve Henry,Second,Darryl Pilgrim,1,15,LOST,100,69,52,81,33,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Darryl Pilgrim,Second,Steve Henry,2,18,LOST,117,58,99,45,85,57,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Steve Henry,First,Darryl Pilgrim,2,21,WON,96,57,49,86,79,60,74,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Darryl Pilgrim,First,Steve Henry,3,15,WON,99,58,60,180,104,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/R5piaDbkgYLo,Steve Henry,Second,Darryl Pilgrim,3,12,LOST,41,50,96,15,,,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/M3m05bXCXPxE,Charlie Hardie,Second,Ian Powers,1,21,LOST,121,28,46,48,104,74,40,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/M3m05bXCXPxE,Ian Powers,First,Charlie Hardie,1,23,WON,40,60,92,45,30,100,94,40,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/M3m05bXCXPxE,Charlie Hardie,First,Ian Powers,2,24,LOST,45,95,45,64,64,24,43,57,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/M3m05bXCXPxE,Ian Powers,Second,Charlie Hardie,2,22,WON,45,95,30,100,85,60,54,32,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Jkl6Y3CaZrlm,Ian Gower,Second,Daniel Killick,1,18,LOST,62,94,26,60,59,36,,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Jkl6Y3CaZrlm,Daniel Killick,First,Ian Gower,1,19,WON,140,85,85,59,85,15,32,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Jkl6Y3CaZrlm,Ian Gower,First,Daniel Killick,2,30,LOST,11,28,70,26,59,41,49,59,38,41,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Jkl6Y3CaZrlm,Daniel Killick,Second,Ian Gower,2,30,WON,43,45,140,100,80,30,47,0,0,16,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Fj7Cm5QbHO8K,Steve King,Second,Darryl Pilgrim,1,21,LOST,70,26,60,60,40,55,82,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Fj7Cm5QbHO8K,Darryl Pilgrim,First,Steve King,1,23,WON,15,55,59,99,140,42,51,40,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Fj7Cm5QbHO8K,Steve King,First,Darryl Pilgrim,2,21,LOST,43,36,100,41,60,30,83,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/Fj7Cm5QbHO8K,Darryl Pilgrim,Second,Steve King,2,20,WON,140,140,91,58,32,0,40,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/kLN5GbLoyXpf,Steve Henry,First,Ian Powers,1,30,LOST,58,60,43,23,45,17,60,33,28,40,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/kLN5GbLoyXpf,Ian Powers,Second,Steve Henry,1,30,WON,100,100,43,68,83,79,0,14,0,14,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/kLN5GbLoyXpf,Steve Henry,Second,Ian Powers,2,24,LOST,60,59,60,30,43,87,100,22,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/kLN5GbLoyXpf,Ian Powers,First,Steve Henry,2,26,WON,50,100,26,125,66,42,76,8,8,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/i6ookmpcLIyz,Charlie Hardie,Second,Ian Gower,1,21,LOST,9,83,38,45,26,41,29,,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/i6ookmpcLIyz,Ian Gower,First,Charlie Hardie,1,22,WON,100,60,60,45,64,78,86,8,,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/i6ookmpcLIyz,Charlie Hardie,First,Ian Gower,2,25,WON,59,20,43,45,44,140,75,35,40,,,,,
Morden,,,26-10-2025,Group 2,https://www.dartsatlas.com/matches/i6ookmpcLIyz,Ian Gower,Second,Charlie Hardie,2,24,LOST,28,62,43,45,30,66,76,26,,,,,,
