Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Tom Riding,First,Paul Upfold,4,23,WON,100,60,60,84,95,38,32,32,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Paul Upfold,First,Tom Riding,5,19,WON,87,60,99,100,89,26,40,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Tom Riding,Second,Paul Upfold,5,18,LOST,55,62,41,140,137,26,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Paul Upfold,Second,Tom Riding,6,12,LOST,140,81,100,32,,,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Tom Riding,First,Paul Upfold,6,14,WON,140,180,140,9,32,,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Paul Upfold,First,Tom Riding,7,15,LOST,140,137,45,41,44,,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/J4qfxYms4tTy,Tom Riding,Second,Paul Upfold,7,15,WON,140,41,100,100,120,,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,First,Shane Edwards,1,21,LOST,100,60,140,100,50,41,0,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,Second,Charlie Green,1,20,WON,45,34,60,100,134,112,16,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,Second,Shane Edwards,2,21,WON,100,81,85,26,60,60,89,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,First,Charlie Green,2,21,LOST,47,140,44,60,43,99,52,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,First,Shane Edwards,3,21,LOST,57,100,140,37,60,32,63,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,Second,Charlie Green,3,20,WON,57,100,100,41,133,38,32,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,Second,Shane Edwards,4,15,LOST,40,26,38,95,92,,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,First,Charlie Green,4,16,WON,134,100,97,96,44,30,,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,First,Shane Edwards,5,22,WON,85,60,40,97,99,60,40,20,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,Second,Charlie Green,5,21,LOST,85,85,48,23,78,96,54,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,Second,Shane Edwards,6,24,LOST,100,100,60,49,80,56,36,12,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,First,Charlie Green,6,26,WON,57,58,96,100,138,33,0,9,10,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Charlie Green,First,Shane Edwards,7,21,LOST,135,85,59,58,58,39,27,,,,,
Morden,,,21-09-2025,Semi-Final,https://www.dartsatlas.com/matches/4dY8NMtVWY0w,Shane Edwards,Second,Charlie Green,7,20,WON,57,59,140,99,58,63,25,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,Second,Paul Upfold,1,21,LOST,85,22,100,85,45,100,24,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,First,Warren Upfold,1,24,WON,32,96,60,55,100,43,59,56,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,First,Paul Upfold,2,23,WON,95,84,45,70,40,64,87,16,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,Second,Warren Upfold,2,21,LOST,15,27,100,44,100,45,98,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,Second,Paul Upfold,3,21,LOST,60,30,100,140,28,81,42,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,First,Warren Upfold,3,22,WON,60,31,100,60,70,45,95,40,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,First,Paul Upfold,4,30,WON,100,60,44,19,40,44,45,100,41,8,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,Second,Warren Upfold,4,27,LOST,42,99,137,39,100,64,0,0,10,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,Second,Paul Upfold,5,24,LOST,100,100,26,66,45,98,26,0,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,First,Warren Upfold,5,25,WON,45,100,28,59,43,59,95,32,40,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Warren Upfold,First,Paul Upfold,6,21,LOST,70,81,45,60,32,41,60,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/tJyGNzytRQhf,Paul Upfold,Second,Warren Upfold,6,20,WON,59,96,100,70,60,100,16,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,Second,Tom Riding,1,21,LOST,45,85,60,84,60,60,91,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,First,Ryan Payne,1,22,WON,100,81,100,42,58,41,39,40,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,First,Tom Riding,2,15,LOST,97,140,94,48,26,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,Second,Ryan Payne,2,15,WON,100,140,140,75,46,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,Second,Tom Riding,3,18,WON,125,60,55,125,27,109,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,First,Ryan Payne,3,18,LOST,100,100,66,180,45,0,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,First,Tom Riding,4,19,WON,60,40,91,140,46,92,32,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,Second,Ryan Payne,4,18,LOST,123,40,140,76,77,13,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,Second,Tom Riding,5,15,LOST,82,96,55,43,52,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,First,Ryan Payne,5,18,WON,85,55,140,41,85,95,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,First,Tom Riding,6,14,WON,60,140,140,97,64,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,Second,Ryan Payne,6,12,LOST,43,134,81,137,,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Ryan Payne,Second,Tom Riding,7,15,LOST,57,85,95,29,27,,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/5FWgqVJ2TkHK,Tom Riding,First,Ryan Payne,7,17,WON,140,140,100,59,30,32,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,John Green,Second,Charlie Green,1,24,LOST,7,125,60,43,41,123,39,45,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,Charlie Green,First,John Green,1,26,WON,60,12,58,140,41,58,60,40,32,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,John Green,First,Charlie Green,2,18,LOST,26,140,45,26,41,99,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,Charlie Green,Second,John Green,2,17,WON,137,66,81,57,100,60,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,John Green,Second,Charlie Green,3,21,LOST,30,36,100,41,100,100,70,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,Charlie Green,First,John Green,3,24,WON,17,41,41,134,60,60,76,72,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,John Green,First,Charlie Green,4,23,WON,101,85,40,105,60,82,14,14,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,Charlie Green,Second,John Green,4,21,LOST,62,43,43,140,59,58,76,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,John Green,Second,Charlie Green,5,18,LOST,60,41,22,60,45,60,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/Pd5a3j8qtw28,Charlie Green,First,John Green,5,19,WON,60,140,82,80,43,56,40,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Paul Tudor,Second,Shane Edwards,1,21,LOST,49,100,85,83,40,60,34,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Shane Edwards,First,Paul Tudor,1,22,WON,57,56,100,45,140,37,30,36,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Paul Tudor,First,Shane Edwards,2,21,LOST,43,85,60,41,60,38,28,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Shane Edwards,Second,Paul Tudor,2,19,WON,57,40,135,47,85,121,16,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Paul Tudor,Second,Shane Edwards,3,18,LOST,60,41,100,60,90,84,,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Shane Edwards,First,Paul Tudor,3,21,WON,57,56,58,96,84,87,63,,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Paul Tudor,First,Shane Edwards,4,24,LOST,41,100,55,39,58,80,40,82,,,,
Morden,,,21-09-2025,Quarter-Final,https://www.dartsatlas.com/matches/lWmImpjGp2gY,Shane Edwards,Second,Paul Tudor,4,22,WON,140,58,59,96,100,32,12,4,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,First,Warren Upfold,1,22,WON,85,60,40,100,100,46,50,20,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,Second,Kian Dominguez,1,21,LOST,81,60,45,60,40,100,75,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,Second,Warren Upfold,2,27,LOST,81,100,40,42,41,57,34,42,44,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,First,Kian Dominguez,2,29,WON,41,60,60,83,45,45,28,66,48,25,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,First,Warren Upfold,3,21,WON,115,58,81,58,45,126,18,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,Second,Kian Dominguez,3,18,LOST,43,26,140,100,100,0,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,Second,Warren Upfold,4,24,LOST,41,100,41,39,44,100,26,86,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,First,Kian Dominguez,4,25,WON,137,24,50,60,30,80,30,50,40,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,First,Warren Upfold,5,15,LOST,55,100,39,60,81,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,Second,Kian Dominguez,5,15,WON,100,99,100,140,62,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Kian Dominguez,Second,Warren Upfold,6,33,LOST,39,59,100,57,59,95,40,34,0,0,10,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/jM97rzlrfmL8,Warren Upfold,First,Kian Dominguez,6,36,WON,36,99,121,45,60,120,10,5,0,0,1,4
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,First,Paul Upfold,1,21,LOST,85,140,140,60,68,0,4,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,Second,Nick Holman,1,20,WON,100,45,115,31,121,81,8,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,Second,Paul Upfold,2,17,WON,60,60,60,180,89,52,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,First,Nick Holman,2,18,LOST,26,81,35,60,78,140,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,First,Paul Upfold,3,26,WON,100,41,83,100,79,58,20,10,10,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,Second,Nick Holman,3,24,LOST,43,44,43,99,72,25,70,73,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,Second,Paul Upfold,4,21,LOST,115,100,85,45,11,59,70,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,First,Nick Holman,4,23,WON,100,100,85,60,60,36,40,20,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,First,Paul Upfold,5,17,WON,40,100,100,100,137,24,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,Second,Nick Holman,5,15,LOST,59,36,100,78,140,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,Second,Paul Upfold,6,21,LOST,45,76,66,41,60,100,45,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,First,Nick Holman,6,22,WON,177,45,99,28,60,52,20,20,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Nick Holman,First,Paul Upfold,7,18,LOST,60,100,60,100,23,40,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/94GaP8IPWKLn,Paul Upfold,Second,Nick Holman,7,16,WON,100,100,46,137,86,32,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Ryan Payne,First,Steve Henry,1,26,WON,27,59,60,100,13,26,85,91,40,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Steve Henry,Second,Ryan Payne,1,24,LOST,26,95,67,21,38,95,33,57,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Ryan Payne,Second,Steve Henry,2,25,WON,40,46,45,45,100,55,46,84,40,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Steve Henry,First,Ryan Payne,2,27,LOST,77,45,47,45,71,83,37,58,22,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Ryan Payne,First,Steve Henry,3,20,WON,95,59,85,85,99,43,35,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Steve Henry,Second,Ryan Payne,3,18,LOST,60,99,58,95,45,90,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Ryan Payne,Second,Steve Henry,4,24,LOST,60,100,60,20,85,45,72,51,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Steve Henry,First,Ryan Payne,4,26,WON,28,40,140,55,99,33,86,10,10,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Ryan Payne,First,Steve Henry,5,25,WON,27,25,60,97,95,139,38,0,20,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/14GOn8r6sbwj,Steve Henry,Second,Ryan Payne,5,24,LOST,70,99,41,59,44,32,58,42,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Tom Riding,Second,Bobby Harwood,1,17,WON,125,140,55,97,59,25,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Bobby Harwood,First,Tom Riding,1,18,LOST,45,85,60,45,83,31,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Tom Riding,First,Bobby Harwood,2,18,WON,140,96,98,29,60,78,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Bobby Harwood,Second,Tom Riding,2,15,LOST,180,60,95,100,30,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Tom Riding,Second,Bobby Harwood,3,14,WON,137,100,180,38,46,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Bobby Harwood,First,Tom Riding,3,15,LOST,81,140,55,45,26,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Tom Riding,First,Bobby Harwood,4,19,WON,60,135,60,100,59,69,18,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/8h9qkkkRJ60l,Bobby Harwood,Second,Tom Riding,4,18,LOST,40,100,41,60,125,47,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,Second,John Green,1,31,WON,85,28,22,60,60,45,60,42,59,0,40,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,First,Darren Evans,1,33,LOST,40,60,41,43,26,81,55,40,29,61,21,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,First,John Green,2,21,WON,85,56,100,68,100,34,58,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,Second,Darren Evans,2,18,LOST,41,44,28,45,100,30,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,Second,John Green,3,27,LOST,60,60,140,41,100,84,12,0,0,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,First,Darren Evans,3,28,WON,100,81,30,68,70,100,36,0,12,4,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,First,John Green,4,27,LOST,43,83,60,100,45,78,52,30,0,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,Second,Darren Evans,4,26,WON,100,60,26,85,45,97,56,16,16,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,Second,John Green,5,31,WON,41,41,30,60,36,81,60,45,47,40,20,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,First,Darren Evans,5,33,LOST,85,95,60,68,59,42,52,20,15,0,3,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,First,John Green,6,24,LOST,55,76,41,99,60,41,42,28,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,Second,Darren Evans,6,24,WON,45,81,45,140,40,44,58,48,,,,
