Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,Darren Evans,Second,John Green,7,18,LOST,45,41,100,50,41,40,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/s5MK937U27xW,John Green,First,Darren Evans,7,21,WON,81,45,123,100,45,99,8,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,Charlie Green,Second,James Edghill,1,24,LOST,41,60,41,60,58,41,100,29,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,James Edghill,First,Charlie Green,1,27,WON,69,60,125,22,43,139,23,0,20,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,Charlie Green,First,James Edghill,2,23,WON,78,60,4,59,100,140,20,40,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,James Edghill,Second,Charlie Green,2,21,LOST,45,121,28,46,83,84,54,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,Charlie Green,Second,James Edghill,3,17,WON,139,46,100,100,96,20,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,James Edghill,First,Charlie Green,3,18,LOST,79,45,60,59,79,121,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,Charlie Green,First,James Edghill,4,21,WON,60,123,58,60,44,100,56,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,James Edghill,Second,Charlie Green,4,18,LOST,43,95,54,59,39,95,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,Charlie Green,Second,James Edghill,5,22,WON,123,60,94,118,74,16,8,8,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/Ys1fH1ui6gMt,James Edghill,First,Charlie Green,5,24,LOST,45,85,42,95,81,62,71,0,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,Second,Dylan Loughnane,1,25,WON,81,140,28,60,45,81,46,0,20,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,First,Paul Tudor,1,27,LOST,26,30,59,60,100,29,3,44,40,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,First,Dylan Loughnane,2,21,LOST,68,41,81,60,100,88,43,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,Second,Paul Tudor,2,21,WON,60,100,81,140,40,70,10,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,Second,Dylan Loughnane,3,19,WON,60,85,22,55,140,99,40,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,First,Paul Tudor,3,21,LOST,45,41,60,140,26,44,62,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,First,Dylan Loughnane,4,21,LOST,43,42,125,45,47,45,118,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,Second,Paul Tudor,4,19,WON,100,59,100,41,100,89,12,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,Second,Dylan Loughnane,5,12,LOST,41,55,100,30,,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,First,Paul Tudor,5,14,WON,140,78,100,83,100,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,First,Dylan Loughnane,6,21,WON,81,83,101,100,60,68,8,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,Second,Paul Tudor,6,18,LOST,60,81,121,59,95,60,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Paul Tudor,Second,Dylan Loughnane,7,15,WON,82,180,99,100,40,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/phSJPC6agEPS,Dylan Loughnane,First,Paul Tudor,7,15,LOST,98,85,36,60,60,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,First,Shane Edwards,1,20,WON,57,100,45,61,60,100,78,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,Second,John Power,1,18,LOST,85,54,90,59,60,87,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,Second,Shane Edwards,2,15,LOST,140,140,85,96,20,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,First,John Power,2,18,WON,134,55,100,100,92,20,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,First,Shane Edwards,3,15,LOST,100,100,60,100,109,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,Second,John Power,3,15,WON,42,140,59,140,120,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,Second,Shane Edwards,4,15,WON,98,180,26,139,58,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,First,John Power,4,15,LOST,180,95,32,94,84,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,First,Shane Edwards,5,18,LOST,41,100,100,82,138,20,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,Second,John Power,5,17,WON,100,85,45,101,145,25,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,John Power,Second,Shane Edwards,6,15,LOST,60,55,28,125,57,,,,,,,
Morden,,,21-09-2025,Last 16,https://www.dartsatlas.com/matches/5YogzbkKS6c5,Shane Edwards,First,John Power,6,18,WON,140,93,40,100,60,68,,,,,,
